trip_id,fare_amount,trip_duration,trip_distance,pickup_hour,day_of_week,weather_condition,payment_type,customer_rating,cancellation_probability
trip_398,29.66,118,47.02,18,4,Rainy,Card,4.49,0.7
trip_399,51.19,80,10.23,23,0,Clear,Cash,2.23,0.36
trip_400,21.09,96,11.28,9,6,Clear,Wallet,4.74,0
trip_401,53.17,105,28.31,17,4,Rainy,Cash,4.8,0.21
trip_402,81.25,15,35.17,22,1,Clear,Wallet,1.7,0.26
trip_403,87.73,52,45.27,14,2,Snowy,Wallet,4.63,0.05
trip_404,63.29,103,13.57,1,2,Snowy,Card,1.05,1
trip_405,38.46,25,39.83,21,3,Rainy,Wallet,1.16,0.67
trip_406,54.14,7,9.36,7,4,Snowy,Card,3.35,0
trip_407,46.16,21,31.37,21,6,Clear,Wallet,2.85,0
trip_408,57.7,47,4.85,19,6,Snowy,Cash,1.8,0.23
trip_409,74.79,74,26.55,22,3,Rainy,Cash,1.05,1
trip_410,91.19,20,33.57,2,6,Snowy,Cash,4.69,0
trip_411,56.97,11,23.53,5,2,Snowy,Cash,4.94,0
trip_412,72.49,23,18.2,15,1,Snowy,Card,2.15,0.1
trip_413,20.78,32,15.72,7,2,Clear,Wallet,4.96,0
trip_414,11.56,35,9.72,1,1,Rainy,Card,2.98,0
trip_415,28.64,113,36.29,10,6,Clear,Wallet,3.79,0.6
trip_416,60.85,112,15.55,8,6,Clear,Wallet,1.42,1
trip_417,14.86,76,24.83,21,6,Snowy,Cash,1.61,0.86
trip_418,6.99,35,17.53,5,4,Clear,Wallet,2.71,0
trip_419,8.51,118,42.36,1,2,Clear,Card,1.07,1
trip_420,6.51,109,9.49,5,2,Snowy,Card,3.18,0.48
trip_421,41.58,95,28.09,18,5,Snowy,Wallet,3.47,0.55
trip_422,6.66,34,48.22,5,5,Snowy,Cash,1.57,0.8
trip_423,60.43,71,30.71,14,6,Snowy,Wallet,1.09,1
trip_424,98.26,79,29.68,13,4,Clear,Card,1.49,0.89
trip_425,45.6,32,49.54,5,4,Rainy,Cash,4.44,0
trip_426,72.39,92,41.21,23,3,Snowy,Card,2.82,0.93
trip_427,54.81,81,4.16,16,4,Snowy,Card,2.78,0.27
trip_428,8.17,48,19.31,12,6,Rainy,Cash,2,0.32
trip_429,95.83,11,10.95,9,6,Snowy,Card,4.32,0
trip_430,78.07,17,3.36,1,4,Rainy,Wallet,2.21,0
trip_431,45.41,115,27.24,8,4,Snowy,Wallet,3,0.88
trip_432,31.47,111,29.63,20,4,Rainy,Wallet,3.7,0.61
trip_433,86.38,108,35.86,0,3,Clear,Wallet,2.68,0.91
trip_434,63.7,59,5.99,20,4,Snowy,Card,2.4,0.19
trip_435,72.76,116,19.47,23,5,Rainy,Card,4.14,0.4
trip_436,6.91,83,7.94,12,0,Rainy,Wallet,4.59,0
trip_437,66.1,20,17.27,20,2,Snowy,Cash,3.18,0
trip_438,69.91,100,30.97,22,6,Snowy,Card,2.01,1
trip_439,55.97,108,3.06,6,5,Rainy,Cash,3.47,0.26
trip_440,98.43,46,40.4,16,4,Snowy,Card,2.99,0.42
trip_441,75.36,17,45.4,17,0,Snowy,Cash,1.5,0.64
trip_442,48.11,7,3.95,23,2,Rainy,Cash,4.32,0
trip_443,44.29,32,6.5,5,4,Clear,Card,2.17,0
trip_444,24.53,106,15.16,7,0,Snowy,Card,3.3,0.51
trip_445,17.84,101,1.51,5,4,Rainy,Cash,4.71,0
trip_446,35.54,86,19.53,13,1,Clear,Wallet,3.47,0.18
trip_447,23.63,19,38.27,0,2,Rainy,Card,1.79,0.39
trip_448,70.92,114,17.64,8,6,Clear,Cash,3.84,0.34
trip_449,75.35,15,6.69,14,2,Snowy,Card,1.73,0
trip_450,29.79,22,41.81,17,4,Rainy,Cash,3.59,0
trip_451,91.59,39,15.58,21,6,Clear,Cash,1.36,0.31
trip_452,30.47,52,38.57,22,6,Snowy,Cash,4.89,0
trip_453,71.35,114,24.56,17,2,Clear,Card,2.85,0.74
trip_454,52.85,32,13.94,5,6,Rainy,Cash,4.28,0
trip_455,25.66,103,7.85,23,1,Rainy,Wallet,3.38,0.3
trip_456,61.33,17,21.29,22,2,Clear,Card,3.8,0
trip_457,50.64,71,8.51,5,0,Rainy,Card,3.76,0
trip_458,92.76,90,12.26,1,6,Rainy,Wallet,2.75,0.45
trip_459,23.74,82,43.36,1,5,Rainy,Cash,2.96,0.74
trip_460,58.42,61,38.79,20,0,Snowy,Wallet,1.04,1
trip_461,25.49,88,29.56,2,4,Clear,Card,2.77,0.55
trip_462,58.68,67,15.04,16,6,Clear,Wallet,1.1,0.65
trip_463,13.62,16,43.4,2,2,Snowy,Wallet,2.09,0.39
trip_464,92.82,20,9.38,17,1,Clear,Card,3.54,0
trip_465,25.88,59,10.97,22,3,Clear,Wallet,2.69,0.01
trip_466,9.13,74,14.66,7,2,Rainy,Card,4.66,0
trip_467,40.14,38,15.86,7,5,Snowy,Wallet,4.97,0
trip_468,10.06,29,36.21,12,0,Clear,Card,3.92,0
trip_469,99.95,10,49.2,19,6,Clear,Card,4.99,0
trip_470,76.87,35,33.58,15,2,Rainy,Cash,2.97,0.15
trip_471,89.5,81,12.31,0,5,Snowy,Cash,4.42,0
trip_472,23.71,97,10.22,5,1,Rainy,Card,4.45,0
trip_473,76.31,99,34.76,12,1,Clear,Card,2.21,0.94
trip_474,92.53,11,36.08,7,2,Clear,Cash,2.69,0
trip_475,46.36,15,18.47,6,6,Rainy,Wallet,1.31,0.21
trip_476,95.89,25,17.47,3,1,Clear,Card,2.85,0
trip_477,86.29,18,10.37,3,5,Rainy,Card,3.84,0
trip_478,58.78,13,30.02,20,4,Clear,Cash,2.61,0
trip_479,31.81,45,24.34,8,2,Snowy,Wallet,2.78,0.2
trip_480,79.36,63,11.81,16,4,Rainy,Card,2.68,0.19
trip_481,51.26,117,6.98,16,2,Snowy,Wallet,1.16,1
trip_482,56.67,119,11.69,10,1,Clear,Card,2.44,0.71
trip_483,12.07,36,5.47,4,5,Rainy,Card,2.87,0
trip_484,76.3,91,21.93,21,4,Rainy,Card,1.81,0.88
trip_485,30.96,101,42.29,21,6,Snowy,Cash,2.3,1
trip_486,57.23,101,36.44,10,4,Rainy,Card,1.88,1
trip_487,12.87,70,31.32,10,0,Snowy,Card,2.53,0.62
trip_488,16.22,106,26.08,0,6,Rainy,Cash,2.44,0.88
trip_489,13.71,12,41.41,12,3,Clear,Card,3.56,0
trip_490,19.74,103,3.64,18,4,Snowy,Card,1.91,0.72
trip_491,38.32,89,7.49,6,0,Clear,Card,3.95,0
trip_492,29.56,59,20.48,3,6,Rainy,Wallet,4.36,0
trip_493,25.88,79,16.25,21,5,Clear,Card,2.19,0.44
trip_494,63.73,83,10.35,18,2,Clear,Card,4.86,0
trip_495,28.1,34,2.32,22,2,Clear,Wallet,1.76,0
trip_496,44.9,29,23.45,11,6,Rainy,Card,1.22,0.45
trip_497,91.49,23,29.75,15,2,Snowy,Wallet,1.07,0.6
trip_498,16.92,120,15.92,16,6,Clear,Wallet,4.96,0.01
trip_499,8.77,17,40.7,15,2,Rainy,Wallet,2.63,0.15
trip_500,12.87,69,49.15,23,2,Clear,Wallet,4.88,0.02
trip_501,10.14,61,26.35,12,6,Rainy,Card,4.97,0
trip_502,25.04,111,1.37,4,1,Clear,Wallet,1.21,0.83
trip_503,13.73,75,19.13,23,1,Snowy,Wallet,1.62,0.76
trip_504,26.03,33,49.06,4,6,Clear,Wallet,1.9,0.56
trip_505,20.95,107,21.7,1,2,Rainy,Cash,4.04,0.35
trip_506,86.1,84,14.83,2,1,Snowy,Wallet,4.51,0
trip_507,53.19,102,30.78,7,2,Snowy,Card,3.76,0.58
trip_508,76.74,5,35.41,2,1,Rainy,Wallet,3.73,0
trip_509,65.1,25,33.9,2,1,Rainy,Wallet,2.66,0.14
trip_510,31.26,85,46.67,18,3,Rainy,Card,4.75,0.29
trip_511,98.7,119,32.8,8,3,Snowy,Wallet,3.28,0.95
trip_512,96.74,66,20.33,17,0,Clear,Cash,3.03,0.15
trip_513,99.13,21,16.54,5,5,Snowy,Wallet,1.75,0.18
trip_514,22.05,81,8.94,17,3,Clear,Wallet,3.17,0.05
trip_515,57.7,53,6.31,10,4,Snowy,Cash,1.64,0.36
trip_516,59.06,29,13.02,9,4,Clear,Card,3.8,0
trip_517,41.72,27,47.51,7,5,Snowy,Cash,3.27,0.22
trip_518,42.89,90,46.5,6,0,Rainy,Card,2.5,1
trip_519,10.61,23,10.51,1,4,Snowy,Card,3.35,0
trip_520,66.09,110,15.19,21,4,Rainy,Card,1.26,1
trip_521,68.5,33,32.33,13,2,Clear,Card,3.73,0
trip_522,42.16,92,28.71,16,2,Snowy,Wallet,2.26,0.89
trip_523,33.53,49,9.43,9,2,Rainy,Cash,4.02,0
trip_524,57.87,68,46.85,4,2,Rainy,Cash,2.4,0.84
trip_525,88.17,6,43.37,2,4,Clear,Cash,3.37,0
trip_526,39.29,111,10.23,7,2,Clear,Card,1.3,0.94
trip_527,28.31,76,35.75,12,4,Clear,Wallet,3.77,0.23
trip_528,6.64,66,32.28,7,1,Snowy,Card,2.22,0.68
trip_529,50.46,63,11.98,1,2,Rainy,Cash,2.32,0.29
trip_530,84.26,86,17.41,9,4,Rainy,Card,1.25,0.94
trip_531,7.05,45,3.65,21,3,Clear,Cash,3.75,0
trip_532,13.02,112,4.82,5,6,Snowy,Wallet,4.6,0.02
trip_533,56.32,90,10.28,8,3,Rainy,Card,3.01,0.33
trip_534,92.12,69,29.59,11,6,Rainy,Card,2.84,0.48
trip_535,69.33,13,41.08,14,3,Snowy,Cash,1.42,0.55
trip_536,24.73,114,23.1,13,2,Clear,Card,1.65,1
trip_537,18.26,87,13.56,11,6,Snowy,Cash,4.91,0
trip_538,75.25,32,2.13,4,2,Rainy,Card,3.97,0
trip_539,93.17,110,23.61,22,1,Clear,Card,2.12,0.91
trip_540,55.35,50,5.5,16,1,Clear,Card,4.25,0
trip_541,18.44,102,25.19,0,0,Rainy,Cash,2.52,0.8
trip_542,29.3,109,39.03,17,6,Snowy,Card,1.97,1
trip_543,25.36,76,42.67,8,3,Snowy,Wallet,1.18,1
trip_544,35.89,62,20.39,8,6,Rainy,Wallet,3.58,0.02
trip_545,62.04,29,26.69,5,5,Rainy,Cash,1.31,0.48
trip_546,7.15,43,11.25,22,5,Rainy,Cash,3.7,0
trip_547,95.02,65,5.01,3,5,Clear,Wallet,1.85,0.27
trip_548,8.28,80,5.98,11,1,Snowy,Wallet,3.35,0.09
trip_549,64.91,82,16.36,0,3,Snowy,Wallet,4.45,0
trip_550,21.52,67,12.79,12,1,Rainy,Cash,1.93,0.44
trip_551,63.42,32,15.78,10,5,Clear,Card,4.6,0
trip_552,58.03,92,21.98,14,3,Rainy,Wallet,3.18,0.47
trip_553,40.74,38,1.77,14,4,Clear,Wallet,4.83,0
trip_554,8.81,17,12.94,21,6,Clear,Cash,1.99,0
trip_555,30.82,15,6.63,3,3,Clear,Wallet,2.96,0
trip_556,78.4,45,2.4,1,0,Rainy,Cash,1.93,0.1
trip_557,91.3,51,41.55,8,3,Rainy,Card,2.76,0.5
trip_558,61.7,46,22.42,19,5,Clear,Cash,3.41,0
trip_559,57.97,6,27.97,0,0,Clear,Wallet,4.58,0
trip_560,97.75,53,10.37,15,6,Rainy,Cash,1.19,0.53
trip_561,5.82,10,41.19,21,5,Rainy,Cash,4.8,0
trip_562,63.18,10,34.89,11,4,Clear,Wallet,4.49,0
trip_563,30.51,99,3.26,17,5,Snowy,Card,4.48,0
trip_564,63.23,85,31.15,23,1,Snowy,Card,1.57,1
trip_565,17.5,93,22.62,8,0,Snowy,Cash,1.55,1
trip_566,34.57,50,38.04,17,3,Rainy,Cash,4.05,0.02
trip_567,36.98,96,47.78,9,2,Clear,Card,2.96,0.86
trip_568,29.91,95,42.09,9,3,Snowy,Card,3.46,0.76
trip_569,16.48,49,10.19,22,3,Clear,Cash,4.88,0
trip_570,67.34,82,38.54,2,1,Snowy,Card,2.32,0.93
trip_571,33.62,37,40.15,15,3,Rainy,Cash,3.61,0.06
trip_572,10.72,45,47.13,8,3,Snowy,Wallet,3.93,0.18
trip_573,18.07,112,3.78,10,6,Snowy,Card,3.83,0.24
trip_574,95.66,68,29.77,1,5,Clear,Wallet,3.73,0.11
trip_575,68.96,109,28.38,1,2,Snowy,Wallet,2.25,1
trip_576,95.9,42,29.78,15,3,Snowy,Cash,3.52,0.06
trip_577,32.06,11,43.13,1,0,Rainy,Cash,4.69,0
trip_578,38.29,97,7.82,12,2,Clear,Card,3.9,0
trip_579,96.12,94,40.1,2,4,Clear,Card,1.78,1
trip_580,46.81,53,11.38,6,0,Clear,Cash,3.99,0
trip_581,51.57,54,5.05,18,3,Clear,Card,3.33,0
trip_582,84.79,29,20.25,9,1,Clear,Card,4.54,0
trip_583,9.13,76,6.73,19,4,Clear,Wallet,1.58,0.44
trip_584,21.49,49,44.41,21,6,Rainy,Wallet,2.42,0.59
trip_585,90.61,66,32.56,20,2,Rainy,Card,3.76,0.22
trip_586,88.89,72,41.79,9,3,Snowy,Card,4.77,0.16
trip_587,39.3,36,32.3,6,4,Rainy,Card,4.99,0
trip_588,36.96,62,33.64,20,4,Snowy,Cash,1.14,1
trip_589,9.77,101,45.25,8,3,Rainy,Wallet,1.12,1
trip_590,64.89,89,23.52,0,6,Rainy,Cash,4.57,0.05
trip_591,91.34,64,7.35,11,3,Clear,Wallet,4.69,0
trip_592,33.57,20,17.93,7,3,Clear,Card,4.84,0
trip_593,55.88,14,39.07,13,2,Rainy,Card,3.23,0
trip_594,42.34,31,34.05,19,0,Rainy,Card,4.27,0
trip_595,90.47,113,25.63,6,0,Snowy,Wallet,3.18,0.81
trip_596,83.11,40,32.74,18,3,Clear,Wallet,4.83,0
trip_597,70.38,94,48.45,0,5,Snowy,Card,3.39,0.88
trip_598,85.32,14,18.67,5,0,Snowy,Card,1.19,0.31
trip_599,24.95,88,19.43,4,4,Snowy,Wallet,4.45,0.05
trip_600,17.93,6,41.91,15,1,Rainy,Wallet,2.56,0.08
trip_601,67.98,38,4.43,23,2,Clear,Card,2.51,0
trip_602,79.22,28,7.16,19,5,Clear,Cash,1.49,0.03
trip_603,83.6,16,1.89,21,3,Snowy,Card,3.91,0
trip_604,99.8,24,34.28,16,6,Snowy,Card,2.91,0.13
trip_605,77.85,63,23.19,14,3,Rainy,Card,1.22,0.8
trip_606,54.85,52,13.37,8,3,Snowy,Wallet,4.69,0
trip_607,81.09,66,48.43,14,6,Clear,Cash,1.8,0.94
trip_608,83.39,112,8.58,10,4,Snowy,Card,4.47,0.15
trip_609,6.09,69,12.25,23,3,Snowy,Cash,1.15,0.73
trip_610,52.83,62,45.4,20,6,Clear,Wallet,2.69,0.57
trip_611,35.92,102,24.89,6,0,Clear,Wallet,3.75,0.34
trip_612,69.78,87,46.78,16,3,Rainy,Cash,4.73,0.34
trip_613,46.28,27,47.06,9,3,Clear,Cash,2.44,0.32
trip_614,89.29,62,39.15,17,3,Rainy,Cash,2.64,0.61
trip_615,46.29,59,24.25,6,5,Clear,Card,3.21,0.06
trip_616,41.67,114,32.23,12,3,Snowy,Cash,2.76,1
trip_617,97.8,95,38.26,14,5,Rainy,Wallet,3.49,0.67
trip_618,60.59,60,39.81,14,4,Clear,Card,3.27,0.3
trip_619,55.65,25,32.5,4,1,Clear,Cash,4.73,0
trip_620,5.53,95,37.97,2,4,Rainy,Wallet,3.62,0.59
trip_621,47.03,83,35.89,2,4,Snowy,Card,3.39,0.57
trip_622,67.55,23,19.2,16,3,Clear,Card,2.14,0
trip_623,10.61,13,20.88,11,4,Rainy,Wallet,1.52,0.14
trip_624,11.31,74,2.48,9,1,Snowy,Cash,1.99,0.39
trip_625,15.27,70,28.59,17,5,Rainy,Cash,2.58,0.51
trip_626,55.92,69,5.78,15,4,Snowy,Cash,4.92,0
trip_627,68.25,93,48.23,16,2,Rainy,Cash,1.87,1
trip_628,41.83,9,28.78,12,3,Snowy,Wallet,2.66,0
trip_629,77.7,116,6.53,22,4,Rainy,Cash,3.98,0.25
trip_630,34.27,112,10.22,4,1,Rainy,Card,2.77,0.61
trip_631,94.95,97,12.33,8,0,Snowy,Cash,2.64,0.61
trip_632,88.69,71,35.44,12,0,Snowy,Card,2.15,0.84
trip_633,38.95,26,2,1,4,Clear,Wallet,3.36,0
trip_634,82.51,99,33.4,18,2,Snowy,Card,2.61,0.95
trip_635,20.46,63,38.22,5,6,Snowy,Card,2.12,0.78
trip_636,28.49,18,46.19,6,2,Clear,Card,4.26,0
trip_637,97.5,59,9.13,1,4,Clear,Card,1.9,0.26
trip_638,65.21,52,47.5,1,6,Rainy,Card,1.71,0.9
trip_639,22.45,98,16.92,18,1,Clear,Card,4.11,0.06
trip_640,95.84,14,33.04,14,4,Rainy,Wallet,3.74,0
trip_641,81.61,61,42.6,4,3,Clear,Wallet,1.21,0.98
trip_642,10.23,117,41.4,2,2,Rainy,Wallet,2.68,1
trip_643,94.76,96,9.48,9,4,Clear,Cash,3.13,0.26
trip_644,51.65,107,47.59,19,1,Clear,Card,2.15,1
trip_645,34.86,41,21.79,1,3,Rainy,Cash,1.45,0.47
trip_646,6.18,87,24.39,8,6,Rainy,Wallet,2.48,0.65
trip_647,66.26,17,23.24,15,4,Snowy,Cash,4.72,0
trip_648,63.35,107,30.71,1,2,Rainy,Cash,1.44,1
trip_649,11.09,106,43.93,14,6,Snowy,Cash,2.02,1
trip_650,63.91,62,21.36,10,6,Snowy,Wallet,1.23,0.8
trip_651,13.01,63,14.8,20,2,Rainy,Wallet,4.11,0
trip_652,37.09,98,5.11,0,1,Clear,Wallet,4.56,0
trip_653,71.75,67,37.51,23,5,Snowy,Cash,1.29,1
trip_654,93.39,31,19.38,23,1,Rainy,Wallet,1.1,0.47
trip_655,37.4,103,8.45,19,1,Clear,Wallet,3.63,0.14
trip_656,96.03,116,36.06,2,1,Snowy,Wallet,1.36,1
trip_657,15.52,44,15.47,23,4,Clear,Card,4.62,0
trip_658,18.49,5,49.79,3,4,Rainy,Card,3.36,0
trip_659,45.04,98,1.74,7,5,Rainy,Cash,2.75,0.36
trip_660,78.25,65,40.1,15,6,Clear,Card,2.63,0.55
trip_661,41.75,82,18.83,20,1,Snowy,Cash,4.82,0
trip_662,85.72,110,19.29,9,0,Rainy,Cash,1.05,1
trip_663,41.13,17,26.33,3,3,Snowy,Wallet,1.35,0.38
trip_664,6.04,17,31.84,12,1,Rainy,Cash,1.95,0.22
trip_665,7.9,48,32.43,2,1,Clear,Card,3.98,0
trip_666,70.36,85,31.16,8,5,Snowy,Cash,3.53,0.49
trip_667,87.72,107,22.27,1,5,Clear,Wallet,2.92,0.62
trip_668,18.83,102,5.62,9,4,Clear,Wallet,1.85,0.61
trip_669,79.06,62,22.18,12,0,Clear,Card,2.18,0.39
trip_670,43.74,21,47.97,1,6,Clear,Cash,2.63,0.21
trip_671,40.41,20,43.5,8,3,Clear,Wallet,3.07,0
trip_672,99.09,118,3.43,11,1,Snowy,Wallet,4.3,0.19
trip_673,60.16,72,24.44,18,1,Snowy,Cash,2.79,0.48
trip_674,12.79,18,41.19,19,3,Clear,Wallet,3.99,0
trip_675,29.64,103,27.47,6,3,Rainy,Card,4.68,0.2
trip_676,81.22,70,41.42,7,1,Snowy,Card,4.44,0.23
trip_677,33.88,50,28.59,18,0,Snowy,Cash,1.92,0.57
trip_678,98.65,6,34.53,3,6,Clear,Cash,3.11,0
trip_679,67.46,23,38.29,9,2,Rainy,Card,2.92,0.11
trip_680,24.21,45,21.14,18,5,Rainy,Wallet,4.19,0
trip_681,17.57,93,38.93,15,3,Snowy,Wallet,4.31,0.43
trip_682,40.56,75,18.73,7,3,Snowy,Wallet,1.36,0.84
trip_683,50.92,9,44.5,8,5,Rainy,Wallet,3.29,0
trip_684,17.21,52,33.48,16,1,Snowy,Cash,2.42,0.5
trip_685,92.72,20,16.19,7,1,Snowy,Card,4.3,0
trip_686,35.54,36,32.5,16,4,Rainy,Wallet,3.4,0
trip_687,13.9,62,47.86,2,0,Rainy,Card,1.57,1
trip_688,56.52,63,3.51,13,2,Clear,Cash,1.82,0.21
trip_689,65.05,64,9.95,13,1,Rainy,Card,2.59,0.19
trip_690,33.74,28,34.89,15,5,Snowy,Card,1.03,0.71
trip_691,31.21,25,21.8,2,5,Rainy,Cash,4.01,0
trip_692,62.43,109,26.47,8,5,Snowy,Wallet,2.34,1
trip_693,87.94,85,23.68,1,5,Clear,Card,1.48,0.86
trip_694,35.68,116,18.84,10,0,Clear,Wallet,3.24,0.54
trip_695,47.18,25,42.12,6,6,Rainy,Card,3.31,0.06
trip_696,61.57,77,43.06,9,5,Snowy,Wallet,2.41,0.92
trip_697,93.24,112,35.33,6,0,Clear,Wallet,1.68,1
trip_698,89.93,109,22.76,8,1,Clear,Cash,2.92,0.65
trip_699,48.16,55,10.16,18,2,Rainy,Cash,2.74,0.05
trip_700,35.68,104,36.52,6,1,Rainy,Wallet,1.38,1
trip_701,14.18,41,28.9,0,5,Snowy,Wallet,2.36,0.34
trip_702,87.87,6,33.9,21,4,Clear,Cash,3.33,0
trip_703,33.13,119,31.27,4,1,Snowy,Card,3.5,0.82
trip_704,18.4,93,37.68,4,4,Rainy,Wallet,1.7,1
trip_705,25.81,53,20.02,16,1,Snowy,Cash,2.23,0.38
trip_706,35.21,23,46.51,6,4,Rainy,Card,4.19,0
trip_707,88.72,74,1.1,13,6,Rainy,Cash,3.53,0
trip_708,76.95,120,20.94,23,5,Rainy,Wallet,3.7,0.59
trip_709,17.77,67,9.52,17,2,Snowy,Cash,4.38,0
trip_710,9.54,64,17.47,16,5,Rainy,Wallet,2.08,0.43
trip_711,36.32,117,28.18,22,3,Clear,Card,2.65,0.87
trip_712,55.79,10,42.46,9,6,Snowy,Card,1.22,0.6
trip_713,48.54,105,10.26,17,1,Snowy,Wallet,1.9,0.86
trip_714,63.16,58,16.36,10,3,Clear,Cash,2.31,0.22
trip_715,30.06,98,18.58,18,5,Snowy,Card,3.3,0.49
trip_716,12.69,89,23.71,13,3,Snowy,Cash,1.82,0.91
trip_717,79.09,28,29.75,15,5,Rainy,Cash,2.63,0.13
trip_718,64.86,30,31.36,11,1,Rainy,Card,1.94,0.37
trip_719,83.14,31,49,9,5,Snowy,Card,1.26,0.91
trip_720,12.85,19,48.38,13,4,Clear,Wallet,3.71,0
trip_721,80.39,34,1.03,11,3,Clear,Wallet,2.18,0
trip_722,41.77,9,45.4,20,2,Rainy,Card,4.67,0
trip_723,93.89,86,41.34,0,2,Snowy,Card,3.13,0.79
trip_724,37.99,103,28.83,16,0,Rainy,Cash,4.63,0.24
trip_725,9.87,94,13.35,10,1,Snowy,Wallet,2.93,0.47
trip_726,81.25,60,47.96,10,2,Rainy,Wallet,4.46,0.17
trip_727,61.02,104,38.96,2,5,Clear,Wallet,3.78,0.57
trip_728,14.26,33,10.39,21,3,Rainy,Cash,3.44,0
trip_729,41.48,68,32.52,14,5,Snowy,Wallet,4.29,0.1
trip_730,40,29,8.52,1,4,Clear,Cash,1.04,0.18
trip_731,44.5,84,40.18,21,6,Rainy,Card,3.34,0.61
trip_732,64.4,7,7.46,21,1,Clear,Wallet,4.51,0
trip_733,67.71,19,44.12,12,5,Rainy,Cash,4.06,0
trip_734,82.33,29,21.8,6,6,Rainy,Card,3.52,0
trip_735,72,62,15.69,21,0,Rainy,Wallet,1.72,0.53
trip_736,81.88,113,28.42,13,1,Rainy,Card,2.66,0.95
trip_737,40.62,14,3.15,12,3,Clear,Wallet,1.79,0
trip_738,82.22,116,42.4,6,1,Rainy,Cash,2.83,1
trip_739,99.41,103,35.22,7,2,Rainy,Wallet,3,0.86
trip_740,7.03,19,6.18,18,4,Rainy,Wallet,1.36,0.03
trip_741,15.57,98,31.53,22,1,Clear,Cash,2.77,0.68
trip_742,6.85,22,7.16,9,6,Clear,Wallet,2.42,0
trip_743,25.3,66,16.17,21,2,Rainy,Cash,3.82,0
trip_744,92.17,18,15.46,0,5,Rainy,Wallet,4.46,0
trip_745,27.25,32,35.23,22,0,Snowy,Cash,3.98,0
trip_746,35.89,94,25.6,9,3,Snowy,Card,1.95,0.96
trip_747,7.63,12,16.53,17,0,Snowy,Wallet,4.2,0
trip_748,17.47,59,48.79,19,4,Snowy,Card,2.54,0.77
trip_749,89.94,69,28.88,21,0,Rainy,Card,3.67,0.22
trip_750,34.83,112,27.84,21,3,Snowy,Wallet,4.6,0.37
trip_751,99.35,41,39.59,19,4,Snowy,Wallet,1.71,0.74
trip_752,78.98,41,27.64,4,0,Rainy,Cash,1.24,0.64
trip_753,54.75,30,43.09,9,6,Snowy,Wallet,3.34,0.17
trip_754,5.18,112,40.76,18,3,Clear,Wallet,3.23,0.81
trip_755,68.31,94,2.63,6,1,Snowy,Wallet,3.23,0.24
trip_756,18.68,91,32.44,21,6,Clear,Wallet,2.04,0.85
trip_757,42.26,72,17.2,20,2,Snowy,Card,4.45,0
trip_758,37.37,45,26.1,15,6,Rainy,Cash,1.37,0.6
trip_759,22.33,79,12.61,17,6,Rainy,Card,4.72,0
trip_760,52.1,35,10.25,12,4,Clear,Card,2.49,0
trip_761,39.75,119,33.21,8,5,Snowy,Wallet,2.29,1
trip_762,87.46,84,20.41,6,4,Rainy,Cash,3.36,0.33
trip_763,56.66,18,36.51,12,0,Clear,Card,2.91,0
trip_764,59.96,40,24.63,8,0,Clear,Cash,4.84,0
trip_765,71.76,89,42.36,15,5,Clear,Card,2.68,0.81
trip_766,61.75,12,30.84,20,2,Clear,Wallet,3.1,0
trip_767,84.66,119,47.88,14,4,Snowy,Card,3.43,1
trip_768,17.36,13,18.54,0,1,Snowy,Cash,2.45,0
trip_769,78.98,110,40.28,6,1,Clear,Cash,4.94,0.31
trip_770,57.44,115,43.15,20,2,Clear,Card,4.54,0.52
trip_771,25.38,39,7.91,21,6,Clear,Cash,2.14,0
trip_772,18,111,10.02,7,3,Snowy,Wallet,3.11,0.54
trip_773,76.88,30,43.85,21,5,Clear,Wallet,3.98,0
trip_774,72.07,40,41.09,3,3,Rainy,Card,2.02,0.6
trip_775,80.63,64,40.78,8,3,Clear,Wallet,3.25,0.37
trip_776,92.21,67,35.54,10,1,Snowy,Wallet,1.96,0.86
trip_777,76.38,35,37.07,20,2,Snowy,Wallet,4.31,0
trip_778,10.52,92,11.75,1,3,Clear,Cash,1.48,0.71
trip_779,22.52,92,49.75,15,0,Snowy,Cash,3.26,0.9
trip_780,99.97,111,39.69,19,5,Clear,Wallet,3.84,0.65
trip_781,73.66,89,7.67,12,5,Snowy,Card,3.85,0.09
trip_782,35.44,111,18.86,5,0,Rainy,Cash,2.2,0.9
trip_783,57.59,83,10.82,17,5,Rainy,Card,4.92,0
trip_784,15.48,30,1.67,15,4,Clear,Card,3.27,0
trip_785,90.57,92,38.27,4,3,Snowy,Cash,1.22,1
trip_786,52.88,99,37.97,0,4,Clear,Card,1.9,1
trip_787,17.53,57,33.93,17,5,Rainy,Card,3.36,0.23
trip_788,94.74,23,39.82,5,6,Rainy,Wallet,1.38,0.61
trip_789,67.38,101,29.16,18,3,Snowy,Wallet,1.5,1
trip_790,72.83,81,6.34,3,6,Rainy,Wallet,2.55,0.33
trip_791,75.03,61,38.74,11,3,Clear,Card,2.56,0.51
trip_792,32.56,45,41.8,14,3,Clear,Cash,3.62,0.06
trip_793,18.27,49,30.75,5,6,Snowy,Card,3.62,0.07
trip_794,10.56,7,4.13,3,0,Snowy,Wallet,4.19,0
trip_795,53.1,6,37.84,9,4,Clear,Wallet,2.1,0.08
trip_796,84.35,19,5.78,19,4,Clear,Card,1.55,0
trip_797,99.09,29,15.64,21,5,Snowy,Card,1.36,0.37
trip_798,25.16,9,46.63,12,1,Rainy,Cash,4.47,0
